"servicecenterid","serviceid","servicenameen","servicenamear","isavailable"
"484","101","Request for cancellation of family residency","طلب إلغـاء إقامة عائلة","true"
"501","821","","استلام وتحويل الإقتراحات .","true"
"471","1222","Single Entry Permit For An Escort With A Patient For Treatment","إذن دخول كمرافق لعلاج مريض سفره واحده","true"
"508","1252","","دخول مسافرين عند الوصول  ( 46 )  دولة","true"
"516","236","Request for issuing an exit permit in the event of loss of passport","طلب إصدار تصريح مغادرة في حالة فقدان جواز السفر","true"
"496","78","Renewal of the residency permit for the family members of sponsor working in the private sector or free zone.","تجديد تصريح إقامة لأفراد أسرة كفيل يعمل في قطاع خاص أو منطقة حرة .","true"
"512","1312","","إلغاء بطاقة مندوب","true"
"535","1274","","تجديد بطاقة مندوب اجنبي","true"
"493","1306","Renewal of PRO card for private sector or free zone","تجديد بطاقة مندوب لجهة قطاع خاص او المنطقة الحرة","true"
"512","58","Cancellation of Entry Permits","إلغاء أذونات الدخول","true"
"476","101","Request for cancellation of family residency","طلب إلغـاء إقامة عائلة","true"
"500","78","Renewal of the residency permit for the family members of sponsor working in the private sector or free zone.","تجديد تصريح إقامة لأفراد أسرة كفيل يعمل في قطاع خاص أو منطقة حرة .","true"
"507","159","","كشف حركة المسافرين عبر بوابة الامارات","true"
"495","74","Issuance of Entry Permit for Mission (90 days).","إصدار إذن دخول عمل مهمة لمدة (90 يوم).","true"
"476","32","Work Entry Permit - For Partner Or Investor.","إذن دخول عمل - لشريك أو مستثمر أجنبي.","true"
"501","58","Cancellation of Entry Permits","إلغاء أذونات الدخول","true"
"478","198","Renewal of Trade License in the system","تجديد الرخصة التجارية في النظام","true"
"476","347","","حـذف حركة الخـروج أو الدخول المسجل للمسافر بالخـطأ في الحاسب الالي .","true"
"472","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"531","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"512","84","Renewal of the residence permit for help work permit of support category workers for diplomatic bodies.","تجديد تصريح إقامة لفئة عمال الخدمة المساعدة لمكفولين الهيئات الدبلوماسية .","true"
"493","1312","","إلغاء بطاقة مندوب","true"
"504","122","Request to separate the family book (Who crossed 30 years)","طلب فصل قيد (من تجاوز 30 عام )","true"
"498","74","Issuance of Entry Permit for Mission (90 days).","إصدار إذن دخول عمل مهمة لمدة (90 يوم).","true"
"490","27","Issuance of employment entry permit- Domestic Helpers Category and alike for the UAE Female citizens.","إصدار إذن دخول عمل - للفئات المساعدة ومن في حكمهم للمواطنات.","true"
"500","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"471","44","Single Entry Permit For Treatment","أذن دخول علاج لسفرة واحدة","true"
"471","176","Establishment card cancellation.","إلغاء بطاقة المنشأة.","true"
"500","32","Work Entry Permit - For Partner Or Investor.","إذن دخول عمل - لشريك أو مستثمر أجنبي.","true"
"516","101","Request for cancellation of family residency","طلب إلغـاء إقامة عائلة","true"
"502","577","","الخدمات الرئيسية لقسم الشكاوي و المنازعات","true"
"471","184","Stopping a establishment card.","إيقاف بطاقة المنشأة.","true"
"498","241","Sponsorship by  GCC nationals to husband or foreigner wife and children","كفالة مواطني دول مجلس التعاون الخليجي للزوج أو الزوجة الأجنبية والأبناء","true"
"471","173","Modify the data of the establishment card.","تعديل بيانات بطاقة المنشأة.","true"
"480","198","Renewal of Trade License in the system","تجديد الرخصة التجارية في النظام","true"
"496","74","Issuance of Entry Permit for Mission (90 days).","إصدار إذن دخول عمل مهمة لمدة (90 يوم).","true"
"654","149","","تصريح نزول بحارة - نزول إمارة","true"
"481","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"531","239","Issuing Entry permit for residence – for UAE citizens’ relatives category (spouse-children).","إصدار إذن دخول إقـامة – لفئة أقارب مواطن (الزوجة-الأبناء).","true"
"474","346","","طلب تثبيت ختم الدخـول أو الخـروج","true"
"471","1201","","إطلاق الاستبيانات المتعلقة بالموارد البشرية وتحليلها ورفع التوصيات المناسبة  [خارجي المجلس التنفيذي]","true"
"504","101","Request for cancellation of family residency","طلب إلغـاء إقامة عائلة","true"
"503","490","","دخول حاملي إذن دخول (زيارة قصيرة  -  30  يوم   ) عبر منفذ حتا البري","true"
"484","1263","","اصدار بطاقه منشأه (لمؤسسات القطاع الحكومي)","true"
"504","84","Renewal of the residence permit for help work permit of support category workers for diplomatic bodies.","تجديد تصريح إقامة لفئة عمال الخدمة المساعدة لمكفولين الهيئات الدبلوماسية .","true"
"502","6","Long term Single journey visit visa - leisure","إصدار إذن دخول زيارة طويلة لسفرة واحدة ترفيه","true"
"512","81","Renewal of the residence permit for help workers category to UAE and GCC citizens","تجديد إقامة لفئة عمال الخدمة المساعدة  لكفيل مواطن أو لكفيل من مواطني دول مجلس التعاون .","true"
"513","198","Renewal of Trade License in the system","تجديد الرخصة التجارية في النظام","true"
"471","180","Subscribe to Online service.","الإشِتراك في خدمة الإدارة الالكترونية (online).","true"
"512","1305","Renewal of PRO card for national companies recipient of SME support programme","تجديد بطاقة مندوب للشركات الوطنية المستفيدة من برنامج دعم المشاريع الصغيره","true"
