"professionid","professiondescen","professiondescar"
"9910378","SENIOR SPECIALIST CUSTOMERS SERVICE","اخصائي اول خدمة متعاملين"
"9910379","SENIOR TEAM MANAGER","مدير فريق اول"
"9910380","SENIOR TECHNICAL INSPECTOR","مفتش فني اول"
"9910381","SENIOR TECHNICAL OPERATOR","مشغل فني اول"
"9910382","SENIOR TRAFFIC COUNT","عداد مروري اول"
"9910383","SENIOR TRAFFIC SYSTEMS OPERATOR","مشغل أول أنظمة مرورية"
"9910384","SENIOR TRAINER","مدرب أول"
"9910385","SENIOR TRANSPORTATION AND MODELING PLANNER","مخطط اول نمذجة النقل"
"9910386","SENIOR TRANSPORTATION MODELER","منمذج نقل اول"
"9910387","SENIORTECHNICAL SUPERVISOR","مشرف اول فني"
"9910388","SPECIALIST GOVERNANCE","اخصائي حوكمة"
"9910389","SPECIALIST VOCATIONAL FRANCHISE DRIVERS PERMIT","أخصائي مزاولة مهنة"
"9910390","STRATEGIC PLANNING AND EXCELLENCE EXPERT","خبير تخطيط استراتيجي و تميز"
"9910391","TECHNICIAN LABORER","عامل فنى"
"9910392","TECHNICIAN SENIOR CONTROLLER","مراقب اول فني "
"9910393","TERMINAL TECHNICIAN SCHEME OPERATIONS","فني محطة عمليات التشغيل"
"9910394","TIRE MEN","مصلح إطارات"
"9910395","TRAFFIC COUNT","عداد مروري"
"9910396","TRAFFIC LIGHTING TECHNICIAN","فني إشارات ضوئية"
"9910397","TRAFFIC SYSTEMS ENGINEER","مهندس أنظمة مرور"
"9910398","TRAFFIC SYSTEMS TECHNICIAN","فني أنظمة المرور"
"9910399","TRANSPORT SYSTEM OPERATOR","مشغل  أنظمة نقل"
"9910401","VEHICLE WELDER","لحام"
"9910402","VEHICLE DENTER","سمكري مركبات"
"9910403","ADMINISTRATION CLERK","كاتب الإدارة"
"9910404","AGRICULTURE PROFESSOR","أستاذ الزراعة"
"9910405","AGRICULTURE SALESPERSON","مندوب مبيعات الأدوات الزراعية"
"9910406","AIR-CONDITIONING SUPPLY SALESPERSON","مندوب مبيعات معدات تكييف الهواء"
"9910407","AIRPORT ENGINEER","مهندس المطار"
"9910408","ALLERGIST","طبيب الحساسية"
"9910409","ALUMINIUM FURNACE OPERATOR","مشغل فرن الألومنيوم"
"9910410","ANTHROPOLOGIST","اخصائي أنثروبولوجيا"
"9910411","APPLIANCE ELECTRICIAN","كهربائي الأجهزة"
"9910412","ARC WELDER","لّحّام بالقوس الكهربائي"
"9910413","ARCHITECTURE PROFESSOR","أستاذ الهندسة المعمارية"
"9910414","ARTS PRIMARY TEACHER","مدرس الفنون بالمرحلة الابتدائية"
"9910415","ARTS TEACHER","مدرس الفنون"
"9910416","ASPHALT MIXER","عامل خلط الأسفلت"
"9910417","ASSISTANT UNDERSECRETARY","وكيل وزارة مساعد"
"9910418","ASTRONOMER","فلكيّ"
"9910419","AUTOMOTIVE AIR CONDITIONING MECHANIC","ميكانيكي تكييف هواء السيارات"
"9910420","AUTOMOTIVE PARTS SALES ASSISTANT","مساعد مبيعات قطع غيار السيارات"
"9910867","ACADEMIC RESEARCHER ASSISTANT","مساعد باحث أكاديمي"
"9910868","ACADEMIC ASSOCIATE RESEARCHER","باحث مشارك أكاديمي"
"9910869","Director Digital Transformation","مدير إدارة التحول الرقمي"
"9910870","Intellectual","مفكر"
"9910871","Author","مؤلف"
"541501","SECURITY SUPERVISOR","مشرف امني"
"9910865","Violinist","عازف كمان"
"9910866","FARRIER","حذّاء الخيل"
"9910873","Distinction Student","طالب متفوق"
"9910671","TURBINE ENGINE MECHANIC","ميكانيكي المحركات التوربينية"
"9910672","UROLOGIST","طبيب مسالك بولية"
"9910673","VEGETABLE AND FRUIT ASSISTANT","مساعد بائع خضار وفواكه"
"9910674","VEGETABLE AND FRUIT PACKER","عامل تعليب الخضروات والفواكه"
"9910675","VEHICLE PAINTER ASSISTANT","مساعد صباغ السيارات"
"9910676","VETERINARIAN HOSPITAL DIRECTOR","مدير مستشفى بيطري"
"9910677","VETERINARY PROFESSOR","أستاذ العلوم البيطرية"
"9910678","VICE CHAIRMAN","نائب الرئيس"
"9910679","VOCATIONAL AGRICULTURE TEACHER","مدرس مهني زراعي"
"9910680","VOCATIONAL COMMERCE TEACHER","مدرس مهني تجارة"
"9910681","VOCATIONAL HOTELS TEACHER","مدرس مهني فنادق"
"9910682","VOCATIONAL INDUSTRY TEACHER","مدرس مهني صناعي"
"9910683","VOCATIONAL NURSING TEACHER","مدرس مهني تمريض"
"9910684","WATER AND SEWAGE SYSTEM DIRECTOR","مدير نظام المياه والصرف الصحي"
"9910685","WATER CHEMIST","كيميائي المياه"
"9910686","WATER PLANT TECHNICIAN","فني محطات مياه"
"9910687","WATER SALESPERSON","مندوب مبيعات مياه"
"9910688","WATER WELL DRILLER","حفار آبار المياه"
"9910689","WHEEL AND BALANCING MECHANIC","ميكانيكي  العجلات والموازنة"
"9910690","WOOD PAINTER","صباغ الخشب"
"9910691","WOOD PAINTER ASSISTANT","مساعد صباغ الخشب"
"9910692","WOOD SMOOTHING MACHINE OPERATOR","مشغل الة صنفره الأخشاب"
"9910693","WOOD SUPPLIES SALESPERSON","مندوب مبيعات التوريدات الخشبية"
"9910694","WOODWORKER","عامل نجارة"
"9910695","WOODWORKER SUPERVISOR","مشرف عمّال النجارة"
"9910696","X-RAY TECHNICIAN","فني أشعة سينية"
"9910697","EXHAUST SYSTEM MECHANIC","ميكانيك نظام العادم"
"9910698","PAINTING RESTORER","مرمم اللوحات"
"9910699","ACCIDENT SURVEYOR","مساح الحوادث"
"9910701","ACUPUNCTURE TECHNICIAN","فني الوخز بالإبر"
"9910702","ADMINISTRATION DIRECTOR","مدير الإدارة"
"9910703","ADVERTISING DESIGNER","مصمم إعلانات"
"9910704","ADVERTISING EDITOR","محرر الإعلانات"
"9910705","ALUMINIUM DOORS MAKER","صانع أبواب الالومنيوم"
"9910706","ALUMINIUM FITTER","عامل تركيب الألومنيوم"
"9910707","ASSISTANT GENERAL MANAGER","مساعد المدير العام"
"9910708","BAKERY SALES ASSISTANT","مساعد مبيعات المخابز"
"9910709","BANKING CONSULTANT","مستشار مصرفي"
"9910710","BLOCK PRINTER","طباع بالواح الخشب والمطاط"
"9910711","BOILER INSULATION WORKER","عامل عزل الغلايات"
"9910712","BOOKBINDING MACHINE OPERATOR","مشغل آلة تجليد الكتب"
"9910713","BOOKKEEPER","ماسك الدفاتر"
"9910714","BRICK MASON","عامل الطوب"
"9910715","BUILDING INSULATION WORKER","عامل عزل المباني"
"9910716","CAR ELECTRICIAN ASSISTANT","مساعد كهربائي سيارة"
"9910717","CARGO AGENT","وكيل الشحن"
"9910718","CARGO INSURANCE AGENT","وكيل تأمين الشحن"
"9910719","CARGO SHIP CAPTAIN","قبطان سفينة الشحن"
"9910720","CEMENT KILN OPERATOR","مشغل فرن الإسمنت"
"9910721","CERAMIC CARVER","نقاش السيراميك"
"9910722","CHIEF EXECUTIVE OFFICER","الرئيس التنفيذي"
"9910723","CHIEF OF TEACHERS","رئيس المعلمين"
"9910724","CHIROPRACTOR","أخصائي المعالجة والتقويم اليدوي"
"9910725","CIRCUIT BREAKER ASSEMBLER","عامل تجميع  القواطع الكهربائية"
"9910726","CLAIMS DEPARTMENT MANAGER","مدير إدارة المطالبات"
"9910727","CLINIC NURSE","ممرضة عيادة"
"9910728","COMMERCIAL BROKER","وسيط تجاري"
"9910729","COMPUTER ASSEMBLER","عامل تجميع  الحاسوب"
"9910730","COMPUTER TEACHER","مدرس الحاسوب"
"9910731","CONCRETE PUMP OPERATOR","عامل ضخ الخرسانة"
"9910732","CONSTRUCTION CARPENTER","نجار البناء"
"9910733","CORRESPONDENCE CLERK","كاتب المراسلات"
"9910734","CREDIT SUPERVISOR","مشرف الائتمان"
"9910735","CULTURAL INFORMATION DIRECTOR","مدير المعلومات الثقافية"
"9910736","DENTAL PROSTHESIS TECHNICIAN","فني تعويض الأسنان"
"9910737","DOMESTIC SCIENCE TEACHER","مدرس العلوم الأسرية"
"9910738","DRAMA TEACHER","معلم المسرح"
"9910739","ELECTRICAL MECHANIC","ميكانيكي كهرباء"
"9910740","EMBROIDERING MACHINE OPERATOR","مشغل آلة التطريز"
"9910741","EMPLOYMENT SERVICES CLERK","كاتب خدمات توظيف"
"9910742","ENGINE CYLINDERS TURNER","خراط أسطوانات المحركات"
"9910743","FALAFEL MAKER","معد الفلافل"
"9910744","FILING CLERK","كاتب ملفات"
"9910745","FIRE FIGHTER","رجل إطفاء"
"9910746","FURNITURE WOODWORKER","عامل نجارة الأثاث"
"9910747","GEOLOGY PROFESSOR","أستاذ الجيولوجيا"
"9910748","GLASS CUTTER OPERATOR","مشغل ماكينة قطع الزجاج"
"9910749","GLASS GRINDER OPERATOR","مشغل مطحنة الزجاج"
"9910750","GLAZIER","عامل تركيب الزجاج"
"9910751","GOLDSMITH","صائغ الذهب"
"9910752","GRILLED CHICKEN MAKER","معد الدجاج المشوي"
"9910753","GRILLED FISH MAKER","معد الأسماك المشوية"
"9910754","GRILLED MEAT MAKER","معد اللحوم المشوية"
"9910755","GRINDING WORKER","عامل الطحن"
"9910756","HAPPINESS CONSULTANT","استشاري سعادة المتعاملين"
"9910757","HYDRAULIC TURBINE MECHANIC","ميكانيكي المحركات التوربينية الهيدروليكية"
"9910758","HYDRAULIC TURBINE OPERATOR","مشغل توربين هيدروليكي"
"9910759","ICT SALES REPRESENTATIVE","مندوب مبيعات تكنولوجيا المعلومات والاتصالات"
"9910760","ICT SECURITY SPECIALIST","أخصائي أمن تكنولوجيا المعلومات والاتصالات"
"9910761","ICT SERVICE MANAGER","مدير خدمات تكنولوجيا المعلومات والاتصالات"
"9910762","ICT USER SUPPORT TECHNICIAN","فنّي دعم مستخدمي تقنية المعلومات والاتصالات"
"9910763","IDENTITY DOCUMENTS CLERK","كاتب مستندات الهوية"
"9910764","INFORMATION DIRECTOR","مدير المعلومات"
"9910765","JUICE MAKER","معد العصائر"
"9910766","LIFE CLAIMS MANAGER","مدير مطالبات الحياة"
"9910767","LIFE INSURANCE AGENT","وكيل التأمين على الحياة"
"9910768","LIVESTOCK FARM MANAGER","مدير مزرعة تربية الماشية"
"9910769","MEASURING INSTRUMENTS MECHANIC","ميكانيكي آلات القياس"
"9910770","MECHANICAL EQUIPMENT ENGINEER","مهندس معدات ميكانيكية"
"9910771","MEDICAL SCIENCES PROFESSOR","أستاذ العلوم الطبية"
"9910772","METAL DOORS MAKER","صانع الأبواب المعدنية"
"9910773","METAL ETCHER","نقاش المعادن"
"9910774","METAL PLATES ROLLER OPERATOR","مشغل أسطوانات الألواح المعدنية"
"9910775","METEOROLOGY PROFESSOR","أستاذ علم الأرصاد الجوية"
"9910776","MILLING MACHINE ASSEMBLER","عامل تجميع  آلة  الطحن"
"9910777","MILLING MACHINE OPERATOR","مشغل آلة الطحن"
"9910778","MOSAIC FITTER","عامل تركيب الفسيفساء"
"9910779","MOULDING MAKER ASSISTANT","مساعد عامل صب القوالب"
"9910780","MULTIMEDIA DEVELOPER","مطور وسائط متعددة"
"9910781","MUSIC INSTRUCTOR","موجه الموسيقي"
"9910782","NEUROLOGIST","طبيب أعصاب"
"9910783","OXYGEN WELDER","ّلّحّام بالأكسجين"
"9910784","PASTRY MAKER","صانع المعجنات"
"9910785","PETROLEUM TECHNICIAN","فني بترول"
"9910786","PHARMACOLOGY PROFESSOR","أستاذ علم الصيدلة"
"9910787","PHOTOGRAPHIC PRODUCT MACHINE OPERATOR","مشغِّل ماكينات منتجات التصوير الفوتوغرافي"
"9910788","PHYSIOTHERAPY SPECIALIST","أخصائي العلاج الطبيعي"
"9910789","PIPE FITTER","عمال تركيب الأنابيب"
"9910790","PIPE INSULATION WORKER","عامل عزل الأنابيب"
"9910791","PLASTERER","عامل الجبس"
"9910792","POSTMAN","ساعي البريد"
"9910793","POWER DISTRIBUTION ENGINEER","مهندس توزيع الطاقة"
"9910794","PRINTING PRESS ASSEMBLER","مجمع مطابع  الطباعة"
"9910795","PRINTING PRESS MACHINE OPERATOR","مشغل آلة الطباعة"
"9910796","PRINTING SILK MACHINE OPERATOR","مشغل آلة  الطباعة الحريرية"
"9910797","PRIVATE TEACHER","مدرس خصوصي"
"9910798","PRODUCTION MANAGER","مدير الإنتاج"
"9910799","PROJECTS AND TECHNOLOGY TEACHER","مدرس المشاريع والتكنولوجيا"
"9910801","PROMOTION MANAGER","مدير الحملات الترويجية"
"9910802","PUBLICITY ADVERTISING AGENT","وكيل الدعاية والإعلان"
"9910803","RADIATOR MECHANIC","ميكانيكي المبردات"
"9910804","RADIOGRAPHER","مُصَوِّرٌ شُعاعِيّ"
"9910805","RAILWAY STATION DIRECTOR","مدير إدارة محطة السكك"
"9910806","REAL ESTATE BROKER","سمسار العقارات"
"9910807","REAL ESTATE INSURANCE AGENT","وكيل التأمين العقاري"
"9910808","REAL ESTATE REGISTRATION CLERK","كاتب تسجيل عقاري"
"9910809","RELIGIOUS GUIDE","الدليل الديني"
"9910810","RETAIL SALES ASSISTANT","مساعد مبيعات التجزئة"
"9910811","SANDWICH MAKER","معد الشطائر"
"9910812","SCHOOL HEALTH NURSE","ممرض الصحة المدرسية"
"9910813","SCIENCE TECHNICIAN","فني علوم"
"9910814","SEAPORT DIRECTOR","مدير الميناء البحري"
"9910815","SHIP CAPTAIN ASSISTANT","مساعد قبطان السفينة"
"9910816","SHIP PAINTER","صباغ السفينة"
"9910817","SINGER","مطرب"
"9910818","SMELTING FURNACE OPERATOR","مشغل فرن الصهر"
"9910819","SPECIALIST PHYSICIAN","طبيب اختصاصي"
"9910820","STONE DECORATOR","مزخرف الأحجار"
"9910821","STONE SORTER","فارز الأحجار"
"9910822","STONE WORKER","عامل الحجر"
"9910823","TAMER","المروض"
"9910824","TELECOMMUNICATION TECHNICIAN","فني اتصالات"
"9910825","TENT MAKER","صانع الخيم"
"9910826","TIN CUTTING MACHINE OPERATOR","مشغل آلة قطع القصدير"
"9910827","TOURIST INFORMATION CLERK","كاتب المعلومات السياحية"
"9910828","TRANSFORMER ASSEMBLER","عامل تجميع  المحولات"
"9910829","TRANSMISSION ENGINEER","مهندس نقل"
"9910854","BOXER","ملاكم"
"9910855","PROFESSIONAL ATHLETE","رياضي محترف"
"9910856","MANAGEMENT ACCOUNTANT","محاسب إداري"
"9910857","MUSIC PRODUCER","منتج موسيقى"
"9910874","Speech and language Therapist Assistant","مساعد أخصائي الكلام و اللغة"
"9910875","Special Education Teacher","معلم تربية خاصة"
"9910876","Educational Psychologist","الاختصاصي النفسي التربوي"
"9910877","Occupational Therapist","أخصائي علاج وظيفي"
"9910830","TRANSPORTATION SUPERVISOR","مشرف النقل"
"9910831","TURNER","عامل خراطة"
"9910832","TURNER ASSISTANT","مساعد عامل الخراطة"
"9910833","UPHOLSTERER","عامل التنجيد"
"9910834","UPHOLSTERER ASSISTANT","مساعد المُنَجِّد"
"9910835","VEHICLE GLASS INSTALLER","عامل تركيب زجاج السيارة"
"9910836","VEHICLE INSURANCE AGENT","وكيل التأمين على المركبات"
"9910837","WATCH REPAIRER","مصلح ساعات"
"9910838","WEB DEVELOPER","مطور مواقع شبكية"
"9910839","WELDING INSPECTOR","مفتش اللحام"
"9910840","WOOD SEWING MACHINE OPERATOR","مشغل آلة الخياطة الخشبية"
"9910841","YARN DYEING MACHINE OPERATOR","مشغِّل ماكينة صباغة الخيوط"
"9910842","CONSULAR OFFICER","موظف قنصلي"
"9910843","CREATIVE","مبدع"
"9910844","PROFESSIONAL FOOTBALL PLAYER","لاعب كرة قدم محترف"
"9910845","SENIOR LEGAL AFFAIRS SPECIALIST","أخصائي أول شؤون قانونية"
"9910846","HEAD OF INSURANCE SECTION","مدير التأمين"
"9910847","DESIGNER","مصممه"
"9910848","CALLIGRAPHER","خطاط"
"9910849","WRITER","كاتب"
"9910850","WRITER","كاتبة"
"9910851","NOVELIST","روائي"
"9910852","PLASTIC ARTIST","رسام تشكيلي"
"9910853","DIRECTOR","مخرج"
"9910878","Renewable Energy Engineer","مهندس طاقة متجددة"
"9910879","Biomedical scientist","عالم الطب الحيوي"
"9910880","Herpetologist","أخصائي الزواحف"
"9910881","Medical laboratory scientist","عالم المختبرات الطبية"
"9910882","Neuroscientist","الأعصاب"
"9910883","Clinical pharmaceutical scientist","عالم صيدلاني سريري"
"9910884","Computational scientist","عالم حسابي"
"9910885","Astronaut","رائد فضاء"
